EventType,FileID,PacketID,Timestamp,Source,Destination,DelaySec,Path,FileSizeMB,ThroughputMbps
RECEIVED,PDR,1,1763797764,192.168.10.1,192.168.10.2,0.0097,192.168.10.1->192.168.10.2,,
RECEIVED,PDR,2,1763797765,192.168.10.1,192.168.10.2,0.0089,192.168.10.1->192.168.10.2,,
RECEIVED,PDR,3,1763797765,192.168.10.1,192.168.10.2,0.0088,192.168.10.1->192.168.10.2,,
RECEIVED,PDR,4,1763797766,192.168.10.1,192.168.10.2,0.009,192.168.10.1->192.168.10.2,,
RECEIVED,PDR,5,1763797766,192.168.10.1,192.168.10.2,0.0088,192.168.10.1->192.168.10.2,,
RECEIVED,PDR,6,1763797767,192.168.10.1,192.168.10.2,0.0089,192.168.10.1->192.168.10.2,,
RECEIVED,PDR,7,1763797767,192.168.10.1,192.168.10.2,0.0088,192.168.10.1->192.168.10.2,,
RECEIVED,PDR,8,1763797768,192.168.10.1,192.168.10.2,0.0089,192.168.10.1->192.168.10.2,,
RECEIVED,PDR,9,1763797768,192.168.10.1,192.168.10.2,0.0088,192.168.10.1->192.168.10.2,,
RECEIVED,PDR,10,1763797769,192.168.10.1,192.168.10.2,0.0089,192.168.10.1->192.168.10.2,,
RECEIVED,PDR,11,1763797769,192.168.10.1,192.168.10.2,0.0095,192.168.10.1->192.168.10.2,,
RECEIVED,PDR,12,1763797770,192.168.10.1,192.168.10.2,0.0093,192.168.10.1->192.168.10.2,,
RECEIVED,PDR,13,1763797770,192.168.10.1,192.168.10.2,0.0093,192.168.10.1->192.168.10.2,,
RECEIVED,PDR,14,1763797771,192.168.10.1,192.168.10.2,0.0094,192.168.10.1->192.168.10.2,,
RECEIVED,PDR,15,1763797771,192.168.10.1,192.168.10.2,0.0095,192.168.10.1->192.168.10.2,,
RECEIVED,PDR,16,1763797772,192.168.10.1,192.168.10.2,0.0094,192.168.10.1->192.168.10.2,,
RECEIVED,PDR,17,1763797772,192.168.10.1,192.168.10.2,0.0092,192.168.10.1->192.168.10.2,,
RECEIVED,PDR,18,1763797773,192.168.10.1,192.168.10.2,0.0098,192.168.10.1->192.168.10.2,,
RECEIVED,PDR,19,1763797773,192.168.10.1,192.168.10.2,0.0095,192.168.10.1->192.168.10.2,,
RECEIVED,PDR,20,1763797774,192.168.10.1,192.168.10.2,0.0095,192.168.10.1->192.168.10.2,,
RECEIVED,PDR,21,1763797774,192.168.10.1,192.168.10.2,0.0095,192.168.10.1->192.168.10.2,,
RECEIVED,PDR,22,1763797775,192.168.10.1,192.168.10.2,0.0095,192.168.10.1->192.168.10.2,,
RECEIVED,PDR,23,1763797775,192.168.10.1,192.168.10.2,0.0089,192.168.10.1->192.168.10.2,,
RECEIVED,PDR,24,1763797776,192.168.10.1,192.168.10.2,0.0096,192.168.10.1->192.168.10.2,,
RECEIVED,PDR,25,1763797776,192.168.10.1,192.168.10.2,0.009,192.168.10.1->192.168.10.2,,
