EventType,FileID,PacketID,Timestamp,Source,Destination,DelaySec,Path,FileSizeMB,ThroughputMbps
RECEIVED,PDR,1,1766329799.058103,192.168.10.5,192.168.10.1,0.0069,192.168.10.5->192.168.10.3->192.168.10.2->192.168.10.1,,
RECEIVED,PDR,1,1766329807.5745182,192.168.10.5,192.168.10.1,0.0069,192.168.10.5->192.168.10.4->192.168.10.2->192.168.10.1,,
RECEIVED,PDR,1,1766329813.8718724,192.168.10.5,192.168.10.1,0.0065,192.168.10.5->192.168.10.3->192.168.10.2->192.168.10.1,,
RECEIVED,PDR,1,1766329818.5490181,192.168.10.5,192.168.10.1,0.0071,192.168.10.5->192.168.10.3->192.168.10.2->192.168.10.1,,
RECEIVED,PDR,1,1766329824.4665043,192.168.10.5,192.168.10.1,0.0063,192.168.10.5->192.168.10.3->192.168.10.2->192.168.10.1,,
RECEIVED,PDR,1,1766329829.6275237,192.168.10.5,192.168.10.1,0.0069,192.168.10.5->192.168.10.3->192.168.10.2->192.168.10.1,,
RECEIVED,PDR,1,1766329835.9990368,192.168.10.5,192.168.10.1,0.0067,192.168.10.5->192.168.10.3->192.168.10.2->192.168.10.1,,
RECEIVED,PDR,1,1766329840.64153,192.168.10.5,192.168.10.1,0.0061,192.168.10.5->192.168.10.3->192.168.10.2->192.168.10.1,,
RECEIVED,PDR,1,1766329846.9221036,192.168.10.5,192.168.10.1,0.0112,192.168.10.5->192.168.10.3->192.168.10.2->192.168.10.1,,
RECEIVED,PDR,1,1766329851.95672,192.168.10.5,192.168.10.1,0.0063,192.168.10.5->192.168.10.3->192.168.10.2->192.168.10.1,,
